n,blocks,ears per block,time
0,0.0,0.0,0.0
1,1.0,0.0,0.00014989999999999998
2,1.0,1.0,0.00159535
3,1.0,5.0,9.94e-05
4,1.0,17.0,0.0004959
5,1.0,49.0,0.0009469999999999999
6,1.0,129.0,0.00269315
7,1.0,321.0,0.013161749999999996
8,1.0,769.0,0.04859035
9,1.0,1793.0,0.22566469999999997
