n,blocks,ears per block,time
0,0.0,0.0,0.0
1,1.0,0.0,4.99e-05
2,1.6,0.0,0.00029925000000000004
3,1.25,0.3,4.9850000000000006e-05
4,1.3,0.75,0.0017453499999999997
5,1.25,1.4,0.00034905
6,1.05,2.8,0.000349
7,1.15,4.75,0.00019945000000000002
8,1.05,7.65,0.0003489999999999999
9,1.0,10.65,0.00019950000000000002
10,1.0,14.4,0.00044879999999999996
11,1.0,19.45,0.00049865
12,1.0,23.35,0.00029915000000000003
13,1.0,26.5,0.0002996
14,1.05,30.7,0.00044879999999999996
15,1.0,39.05,0.0014437
16,1.0,44.45,0.0006482499999999998
17,1.0,50.95,0.00049865
18,1.0,59.35,0.0010472
19,1.0,68.2,0.0010971000000000002
20,1.0,75.75,0.0007977499999999998
21,1.0,84.9,0.0009474500000000001
22,1.0,94.35,0.0010970999999999997
23,1.0,104.7,0.00114695
24,1.0,112.2,0.00129655
25,1.0,127.45,0.0013963
26,1.0,137.8,0.00155685
27,1.0,147.4,0.0016456500000000002
28,1.0,161.25,0.0016956000000000002
29,1.0,171.3,0.0020445999999999997
30,1.0,191.15,0.0024434499999999994
31,1.0,197.9,0.0024942500000000004
32,1.0,214.5,0.0033405500000000003
33,1.0,231.5,0.0031926999999999997
34,1.0,246.0,0.0034403999999999997
35,1.0,265.8,0.004639200000000001
36,1.0,276.25,0.0046386
37,1.0,299.1,0.005119150000000001
38,1.0,318.25,0.0060782000000000015
39,1.0,329.65,0.005739150000000002
40,1.0,351.55,0.0068816
41,1.0,376.75,0.0070015500000000005
42,1.0,385.3,0.007279200000000001
43,1.0,412.0,0.0086297
44,1.0,430.25,0.0089763
45,1.0,454.25,0.010621050000000002
46,1.0,471.7,0.010775400000000003
47,1.0,487.3,0.010970400000000002
48,1.0,517.0,0.012096100000000004
49,1.0,543.2,0.013314250000000003
50,1.0,562.65,0.014014099999999998
51,1.0,592.3,0.017353399999999998
52,1.0,614.95,0.016257650000000002
53,1.0,633.75,0.0178581
54,1.0,662.65,0.019537099999999998
55,1.0,692.2,0.02358815
56,1.0,710.15,0.0216522
57,1.0,739.8,0.026957199999999997
58,1.0,773.55,0.026576300000000004
59,1.0,798.85,0.02703225
60,1.0,821.0,0.0284251
61,1.0,856.9,0.03097074999999999
62,1.0,881.75,0.03261304999999999
63,1.0,914.35,0.0348068
64,1.0,941.25,0.036703400000000004
65,1.0,972.35,0.040298850000000004
66,1.0,1004.95,0.043539800000000003
67,1.0,1044.6,0.04529735
68,1.0,1076.7,0.0478211
69,1.0,1106.5,0.0499179
70,1.0,1144.65,0.05326474999999999
71,1.0,1175.5,0.05619194999999999
72,1.0,1195.7,0.059245650000000004
73,1.0,1247.45,0.06308960000000001
74,1.0,1278.55,0.06772540000000002
75,1.0,1320.75,0.07121894999999999
76,1.0,1356.65,0.0762471
77,1.0,1393.6,0.078927
78,1.0,1426.95,0.08423699999999999
79,1.0,1456.7,0.08627759999999998
80,1.0,1512.65,0.09401594999999999
81,1.0,1544.65,0.097801
82,1.0,1588.0,0.10128979999999999
83,1.0,1621.25,0.10799750000000001
84,1.0,1655.4,0.11283004999999999
85,1.0,1702.95,0.11807434999999997
86,1.0,1737.75,0.1239817
87,1.0,1789.45,0.13198185
88,1.0,1828.25,0.13878775
89,1.0,1872.9,0.14532984999999998
90,1.0,1912.1,0.14746304999999998
91,1.0,1960.35,0.15647935000000002
92,1.0,2001.0,0.16387220000000002
93,1.0,2038.55,0.1703053
94,1.0,2080.7,0.1762021
95,1.0,2129.7,0.18479384999999998
96,1.0,2186.6,0.19579075
97,1.0,2229.6,0.20311735000000003
98,1.0,2293.5,0.21435524999999997
99,1.0,2306.7,0.2181263
100,1.0,2363.35,0.22773935
