n,blocks,ears per block,time
22,1.0,199.0,0.0025159999999999987
24,1.0,217.0,0.002820699999999999
26,1.0,235.0,0.003187359999999998
28,1.0,253.0,0.004198179999999997
30,1.0,271.0,0.004349059999999999
32,1.0,289.0,0.005486099999999999
34,1.0,307.0,0.005477259999999997
36,1.0,325.0,0.005785719999999998
38,1.0,343.0,0.00688496
40,1.0,361.0,0.00694144
42,1.0,379.0,0.007555939999999998
44,1.0,397.0,0.00922274
46,1.0,415.0,0.008827019999999998
48,1.0,433.0,0.011033100000000002
50,1.0,451.0,0.0112124
52,1.0,469.0,0.011946399999999994
54,1.0,487.0,0.01187074
56,1.0,505.0,0.012951260000000003
58,1.0,523.0,0.013532699999999993
60,1.0,541.0,0.01537678
62,1.0,559.0,0.015332619999999998
64,1.0,577.0,0.0176899
66,1.0,595.0,0.019108000000000007
68,1.0,613.0,0.018142440000000003
70,1.0,631.0,0.019984900000000003
72,1.0,649.0,0.020147320000000003
74,1.0,667.0,0.022052479999999996
76,1.0,685.0,0.02359766
78,1.0,703.0,0.024673520000000004
80,1.0,721.0,0.02592900000000001
82,1.0,739.0,0.026376519999999994
84,1.0,757.0,0.028535480000000005
86,1.0,775.0,0.028486799999999993
88,1.0,793.0,0.030339959999999992
90,1.0,811.0,0.03215524
92,1.0,829.0,0.03377039999999999
94,1.0,847.0,0.034851120000000006
96,1.0,865.0,0.035951939999999995
98,1.0,883.0,0.03890671999999999
100,1.0,901.0,0.038629880000000026
102,1.0,919.0,0.0404404
104,1.0,937.0,0.04247302
106,1.0,955.0,0.04343814000000002
108,1.0,973.0,0.04543002
110,1.0,991.0,0.04687244000000002
112,1.0,1009.0,0.04895496000000001
114,1.0,1027.0,0.05037259999999998
116,1.0,1045.0,0.05348457999999999
118,1.0,1063.0,0.055993820000000014
120,1.0,1081.0,0.05712872
122,1.0,1099.0,0.05761646000000001
124,1.0,1117.0,0.059240159999999965
126,1.0,1135.0,0.06152252000000002
128,1.0,1153.0,0.06406776
130,1.0,1171.0,0.06568619999999999
132,1.0,1189.0,0.0667496
134,1.0,1207.0,0.06976885999999999
136,1.0,1225.0,0.07030636
138,1.0,1243.0,0.07405467999999998
140,1.0,1261.0,0.07655962
142,1.0,1279.0,0.07762662000000002
144,1.0,1297.0,0.07970314000000002
146,1.0,1315.0,0.08100368
148,1.0,1333.0,0.08510826000000002
150,1.0,1351.0,0.08415173999999999
152,1.0,1369.0,0.08681310000000002
154,1.0,1387.0,0.08912446000000003
156,1.0,1405.0,0.09229874000000002
158,1.0,1423.0,0.09418641999999998
160,1.0,1441.0,0.09778411999999999
162,1.0,1459.0,0.09987208000000003
164,1.0,1477.0,0.11040445999999995
166,1.0,1495.0,0.10480443999999998
168,1.0,1513.0,0.11165412
170,1.0,1531.0,0.11505528000000002
172,1.0,1549.0,0.1175408
174,1.0,1567.0,0.11969353999999997
176,1.0,1585.0,0.12286290000000002
178,1.0,1603.0,0.12278166
180,1.0,1621.0,0.12476655999999998
182,1.0,1639.0,0.12737932
184,1.0,1657.0,0.13195091999999997
186,1.0,1675.0,0.13303684
188,1.0,1693.0,0.13716830000000002
190,1.0,1711.0,0.14037629999999998
192,1.0,1729.0,0.14629576000000002
194,1.0,1747.0,0.14895366
196,1.0,1765.0,0.15031757999999995
198,1.0,1783.0,0.15241588000000003
200,1.0,1801.0,0.15678802
